,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101820-Thể Thao & Dã Ngoại/Dụng Cụ Thể Thao & Dã Ngoại/Câu Cá/Mồi Câu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRRELEVANT,OPTIONAL,OPTIONAL,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT
101864-Thể Thao & Dã Ngoại/Dụng Cụ Thể Thao & Dã Ngoại/Tennis/Khác,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT
101301-Thể Thao & Dã Ngoại/Giày Thể Thao/Giày Tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT
101900-Thể Thao & Dã Ngoại/Thời Trang Thể Thao & Dã Ngoại/Đồ Bơi/Áo Bơi Kín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANDATORY,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT
101320-Thể Thao & Dã Ngoại/Phụ Kiện Thể Thao & Dã Ngoại/Vòng Tay Thể Thao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT
"101850-Thể Thao & Dã Ngoại/Dụng Cụ Thể Thao & Dã Ngoại/Bóng Đá, Futsal & Cầu Mây/Khác",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT
101304-Thể Thao & Dã Ngoại/Giày Thể Thao/Giày Futsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT
101300-Thể Thao & Dã Ngoại/Giày Thể Thao/Giày Tập Luyện,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT
101323-Thể Thao & Dã Ngoại/Phụ Kiện Thể Thao & Dã Ngoại/Túi Chống Thấm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL
101326-Thể Thao & Dã Ngoại/Phụ Kiện Thể Thao & Dã Ngoại/Dụng Cụ Bảo Vệ Miệng & Băng Keo Thể Thao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,OPTIONAL,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,IRRELEVANT,OPTIONAL,IRRELEVANT,IRRELEVANT,IRRELEVANT
